token_id,folio,section,scribe,language_dialect,line_number,line_position,eva_token
675,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qoolr
676,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cam89
677,f81v,Balneological,Scribe 2,Voynich B,1,Middle,aiindy
678,f81v,Balneological,Scribe 2,Voynich B,1,Middle,yotm
679,f81v,Balneological,Scribe 2,Voynich B,1,End,cery
680,f81v,Balneological,Scribe 2,Voynich B,1,Start,qooron
681,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qooron
682,f81v,Balneological,Scribe 2,Voynich B,1,Middle,aiinn
683,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
684,f81v,Balneological,Scribe 2,Voynich B,1,Middle,palm
685,f81v,Balneological,Scribe 2,Voynich B,1,Middle,parm
686,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
687,f81v,Balneological,Scribe 2,Voynich B,1,End,fok
688,f81v,Balneological,Scribe 2,Voynich B,1,Start,fiinm
689,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
690,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oaiins
691,f81v,Balneological,Scribe 2,Voynich B,1,Middle,kol
692,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
693,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ceedr
694,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
695,f81v,Balneological,Scribe 2,Voynich B,1,End,ots89
696,f81v,Balneological,Scribe 2,Voynich B,1,Start,ootr
697,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qooron
698,f81v,Balneological,Scribe 2,Voynich B,1,Middle,aiinn
699,f81v,Balneological,Scribe 2,Voynich B,1,Middle,tauran
700,f81v,Balneological,Scribe 2,Voynich B,1,Middle,far
701,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
702,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin89
703,f81v,Balneological,Scribe 2,Voynich B,1,End,far
704,f81v,Balneological,Scribe 2,Voynich B,1,Start,cer
705,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chaiinin
706,f81v,Balneological,Scribe 2,Voynich B,1,Middle,aiinn
707,f81v,Balneological,Scribe 2,Voynich B,1,Middle,or
708,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ciiny
709,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
710,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ceedr
711,f81v,Balneological,Scribe 2,Voynich B,1,End,aiindy
712,f81v,Balneological,Scribe 2,Voynich B,1,Start,qoiinon
713,f81v,Balneological,Scribe 2,Voynich B,1,Middle,doty
714,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iinon
715,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chalin
716,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ots
717,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shol
718,f81v,Balneological,Scribe 2,Voynich B,1,Middle,daiin
719,f81v,Balneological,Scribe 2,Voynich B,1,End,chalin
720,f81v,Balneological,Scribe 2,Voynich B,1,Start,peedon
721,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chalin
722,f81v,Balneological,Scribe 2,Voynich B,1,Middle,eed
723,f81v,Balneological,Scribe 2,Voynich B,1,Middle,eed
724,f81v,Balneological,Scribe 2,Voynich B,1,Middle,yaiin9
725,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amin
726,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shaln
727,f81v,Balneological,Scribe 2,Voynich B,1,End,eedin
728,f81v,Balneological,Scribe 2,Voynich B,1,Start,dchar9
729,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin9
730,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
731,f81v,Balneological,Scribe 2,Voynich B,1,Middle,pokr
732,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ceedr
733,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chalin
734,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fiinm
735,f81v,Balneological,Scribe 2,Voynich B,1,End,ciinsdy
736,f81v,Balneological,Scribe 2,Voynich B,1,Start,qoyeon
737,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
738,f81v,Balneological,Scribe 2,Voynich B,1,Middle,saiin
739,f81v,Balneological,Scribe 2,Voynich B,1,Middle,edy
740,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fory
741,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oty
742,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iiny
743,f81v,Balneological,Scribe 2,Voynich B,1,End,oaiins89
744,f81v,Balneological,Scribe 2,Voynich B,1,Start,eedin
745,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shol
746,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fokn
747,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cor
748,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
749,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oe9
750,f81v,Balneological,Scribe 2,Voynich B,1,Middle,tauran
751,f81v,Balneological,Scribe 2,Voynich B,1,End,eeddy
752,f81v,Balneological,Scribe 2,Voynich B,1,Start,syalm
753,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ots
754,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ces
755,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
756,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cer
757,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
758,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qooron
759,f81v,Balneological,Scribe 2,Voynich B,1,End,oty
760,f81v,Balneological,Scribe 2,Voynich B,1,Start,peedon
761,f81v,Balneological,Scribe 2,Voynich B,1,Middle,cal
762,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amy
763,f81v,Balneological,Scribe 2,Voynich B,1,Middle,saiin
764,f81v,Balneological,Scribe 2,Voynich B,1,Middle,far
765,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
766,f81v,Balneological,Scribe 2,Voynich B,1,Middle,ots
767,f81v,Balneological,Scribe 2,Voynich B,1,End,okn
768,f81v,Balneological,Scribe 2,Voynich B,1,Start,ooly
769,f81v,Balneological,Scribe 2,Voynich B,1,Middle,pamon
770,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin9
771,f81v,Balneological,Scribe 2,Voynich B,1,Middle,or9
772,f81v,Balneological,Scribe 2,Voynich B,1,Middle,amin
773,f81v,Balneological,Scribe 2,Voynich B,1,Middle,shiin9
774,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
775,f81v,Balneological,Scribe 2,Voynich B,1,End,dals
776,f81v,Balneological,Scribe 2,Voynich B,1,Start,kots
777,f81v,Balneological,Scribe 2,Voynich B,1,Middle,tols
778,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fot
779,f81v,Balneological,Scribe 2,Voynich B,1,Middle,tam89
780,f81v,Balneological,Scribe 2,Voynich B,1,Middle,feedm
781,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fars
782,f81v,Balneological,Scribe 2,Voynich B,1,Middle,okn
783,f81v,Balneological,Scribe 2,Voynich B,1,End,shokm
784,f81v,Balneological,Scribe 2,Voynich B,1,Start,qoolr
785,f81v,Balneological,Scribe 2,Voynich B,1,Middle,far
786,f81v,Balneological,Scribe 2,Voynich B,1,Middle,chaiinon
787,f81v,Balneological,Scribe 2,Voynich B,1,Middle,qoaiinm
788,f81v,Balneological,Scribe 2,Voynich B,1,Middle,iins
789,f81v,Balneological,Scribe 2,Voynich B,1,Middle,siins
790,f81v,Balneological,Scribe 2,Voynich B,1,Middle,yorin
791,f81v,Balneological,Scribe 2,Voynich B,1,End,cer
792,f81v,Balneological,Scribe 2,Voynich B,1,Start,siins
793,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oaiins
794,f81v,Balneological,Scribe 2,Voynich B,1,Middle,sol9
795,f81v,Balneological,Scribe 2,Voynich B,1,Middle,oty
796,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fok
797,f81v,Balneological,Scribe 2,Voynich B,1,Middle,e9
798,f81v,Balneological,Scribe 2,Voynich B,1,Middle,fiinm
799,f81v,Balneological,Scribe 2,Voynich B,1,End,ots89
800,f108v,Recipes,Scribe 3,Voynich B,1,Start,tar9
801,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eed89
802,f108v,Recipes,Scribe 3,Voynich B,1,Middle,en
803,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ots
804,f108v,Recipes,Scribe 3,Voynich B,1,Middle,far
805,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iins
806,f108v,Recipes,Scribe 3,Voynich B,1,Middle,tals
807,f108v,Recipes,Scribe 3,Voynich B,1,End,eon
808,f108v,Recipes,Scribe 3,Voynich B,1,Start,fars
809,f108v,Recipes,Scribe 3,Voynich B,1,Middle,pok
810,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iiny
811,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shiin9
812,f108v,Recipes,Scribe 3,Voynich B,1,Middle,oe9
813,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shor
814,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shen
815,f108v,Recipes,Scribe 3,Voynich B,1,End,palm
816,f108v,Recipes,Scribe 3,Voynich B,1,Start,oolr
817,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ceedr
818,f108v,Recipes,Scribe 3,Voynich B,1,Middle,palm
819,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shor
820,f108v,Recipes,Scribe 3,Voynich B,1,Middle,okn
821,f108v,Recipes,Scribe 3,Voynich B,1,Middle,qoolr
822,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eed
823,f108v,Recipes,Scribe 3,Voynich B,1,End,yeon
824,f108v,Recipes,Scribe 3,Voynich B,1,Start,oolr
825,f108v,Recipes,Scribe 3,Voynich B,1,Middle,yorin
826,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shaiinm
827,f108v,Recipes,Scribe 3,Voynich B,1,Middle,chaiinin
828,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ots
829,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eon
830,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ciiny
831,f108v,Recipes,Scribe 3,Voynich B,1,End,ots89
832,f108v,Recipes,Scribe 3,Voynich B,1,Start,chalin
833,f108v,Recipes,Scribe 3,Voynich B,1,Middle,yotm
834,f108v,Recipes,Scribe 3,Voynich B,1,Middle,cer
835,f108v,Recipes,Scribe 3,Voynich B,1,Middle,pokr
836,f108v,Recipes,Scribe 3,Voynich B,1,Middle,yalm
837,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aldy
838,f108v,Recipes,Scribe 3,Voynich B,1,Middle,far
839,f108v,Recipes,Scribe 3,Voynich B,1,End,sarn
840,f108v,Recipes,Scribe 3,Voynich B,1,Start,qooron
841,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aiindy
842,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shot
843,f108v,Recipes,Scribe 3,Voynich B,1,Middle,chalin
844,f108v,Recipes,Scribe 3,Voynich B,1,Middle,kol
845,f108v,Recipes,Scribe 3,Voynich B,1,Middle,pokr
846,f108v,Recipes,Scribe 3,Voynich B,1,Middle,che9
847,f108v,Recipes,Scribe 3,Voynich B,1,End,iiny
848,f108v,Recipes,Scribe 3,Voynich B,1,Start,ey
849,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iins
850,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iin9
851,f108v,Recipes,Scribe 3,Voynich B,1,Middle,kokm
852,f108v,Recipes,Scribe 3,Voynich B,1,Middle,er
853,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shaiinm
854,f108v,Recipes,Scribe 3,Voynich B,1,Middle,far
855,f108v,Recipes,Scribe 3,Voynich B,1,End,pokr
856,f108v,Recipes,Scribe 3,Voynich B,1,Start,far
857,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ooly
858,f108v,Recipes,Scribe 3,Voynich B,1,Middle,oaiins
859,f108v,Recipes,Scribe 3,Voynich B,1,Middle,or9
860,f108v,Recipes,Scribe 3,Voynich B,1,Middle,cer
861,f108v,Recipes,Scribe 3,Voynich B,1,Middle,yeon
862,f108v,Recipes,Scribe 3,Voynich B,1,Middle,kot9
863,f108v,Recipes,Scribe 3,Voynich B,1,End,parm
864,f108v,Recipes,Scribe 3,Voynich B,1,Start,or9
865,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iins
866,f108v,Recipes,Scribe 3,Voynich B,1,Middle,cer
867,f108v,Recipes,Scribe 3,Voynich B,1,Middle,palm
868,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fokn
869,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fiinm
870,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shiin9
871,f108v,Recipes,Scribe 3,Voynich B,1,End,otr
872,f108v,Recipes,Scribe 3,Voynich B,1,Start,foly
873,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ey
874,f108v,Recipes,Scribe 3,Voynich B,1,Middle,yaiin9
875,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aiindy
876,f108v,Recipes,Scribe 3,Voynich B,1,Middle,cer
877,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ots
878,f108v,Recipes,Scribe 3,Voynich B,1,Middle,olin
879,f108v,Recipes,Scribe 3,Voynich B,1,End,fiinm
880,f108v,Recipes,Scribe 3,Voynich B,1,Start,tar
881,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eed
882,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fok
883,f108v,Recipes,Scribe 3,Voynich B,1,Middle,sarn
884,f108v,Recipes,Scribe 3,Voynich B,1,Middle,e9
885,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aiin
886,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aiindy
887,f108v,Recipes,Scribe 3,Voynich B,1,End,pokdy
888,f108v,Recipes,Scribe 3,Voynich B,1,Start,far
889,f108v,Recipes,Scribe 3,Voynich B,1,Middle,pokr
890,f108v,Recipes,Scribe 3,Voynich B,1,Middle,pokr
891,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shoty
892,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iin9
893,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eed
894,f108v,Recipes,Scribe 3,Voynich B,1,Middle,peedon
895,f108v,Recipes,Scribe 3,Voynich B,1,End,eedin
896,f108v,Recipes,Scribe 3,Voynich B,1,Start,fory
897,f108v,Recipes,Scribe 3,Voynich B,1,Middle,or9
898,f108v,Recipes,Scribe 3,Voynich B,1,Middle,kots
899,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eedin
900,f108v,Recipes,Scribe 3,Voynich B,1,Middle,amy
901,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fory
902,f108v,Recipes,Scribe 3,Voynich B,1,Middle,faiinon
903,f108v,Recipes,Scribe 3,Voynich B,1,End,cer89
904,f108v,Recipes,Scribe 3,Voynich B,1,Start,faiinon
905,f108v,Recipes,Scribe 3,Voynich B,1,Middle,tols
906,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fiin
907,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aiindy
908,f108v,Recipes,Scribe 3,Voynich B,1,Middle,parm
909,f108v,Recipes,Scribe 3,Voynich B,1,Middle,cer
910,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aiin9
911,f108v,Recipes,Scribe 3,Voynich B,1,End,eedin
912,f108v,Recipes,Scribe 3,Voynich B,1,Start,kokm
913,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fokn
914,f108v,Recipes,Scribe 3,Voynich B,1,Middle,palm
915,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aiindy
916,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ciiny
917,f108v,Recipes,Scribe 3,Voynich B,1,Middle,palm
918,f108v,Recipes,Scribe 3,Voynich B,1,Middle,oolr
919,f108v,Recipes,Scribe 3,Voynich B,1,End,shiinm
920,f108v,Recipes,Scribe 3,Voynich B,1,Start,iins
921,f108v,Recipes,Scribe 3,Voynich B,1,Middle,cer
922,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fok
923,f108v,Recipes,Scribe 3,Voynich B,1,Middle,e9
924,f108v,Recipes,Scribe 3,Voynich B,1,Middle,or9
925,f108v,Recipes,Scribe 3,Voynich B,1,Middle,palm
926,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iins
927,f108v,Recipes,Scribe 3,Voynich B,1,End,cery
928,f108v,Recipes,Scribe 3,Voynich B,1,Start,kokdy
929,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shor
930,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ots
931,f108v,Recipes,Scribe 3,Voynich B,1,Middle,faiinon
932,f108v,Recipes,Scribe 3,Voynich B,1,Middle,cer
933,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shor
934,f108v,Recipes,Scribe 3,Voynich B,1,Middle,qooln
935,f108v,Recipes,Scribe 3,Voynich B,1,End,dokrdy
936,f108v,Recipes,Scribe 3,Voynich B,1,Start,kokdy
937,f108v,Recipes,Scribe 3,Voynich B,1,Middle,arm
938,f108v,Recipes,Scribe 3,Voynich B,1,Middle,chalin
939,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fot
940,f108v,Recipes,Scribe 3,Voynich B,1,Middle,pok
941,f108v,Recipes,Scribe 3,Voynich B,1,Middle,iin9
942,f108v,Recipes,Scribe 3,Voynich B,1,Middle,parm
943,f108v,Recipes,Scribe 3,Voynich B,1,End,shen
944,f108v,Recipes,Scribe 3,Voynich B,1,Start,ciins
945,f108v,Recipes,Scribe 3,Voynich B,1,Middle,fiinm
946,f108v,Recipes,Scribe 3,Voynich B,1,Middle,far
947,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shot
948,f108v,Recipes,Scribe 3,Voynich B,1,Middle,eedin
949,f108v,Recipes,Scribe 3,Voynich B,1,Middle,aiindy
950,f108v,Recipes,Scribe 3,Voynich B,1,Middle,far
951,f108v,Recipes,Scribe 3,Voynich B,1,End,faiinon
952,f108v,Recipes,Scribe 3,Voynich B,1,Start,fok
953,f108v,Recipes,Scribe 3,Voynich B,1,Middle,se89
954,f108v,Recipes,Scribe 3,Voynich B,1,Middle,shokm
955,f108v,Recipes,Scribe 3,Voynich B,1,Middle,palm
956,f108v,Recipes,Scribe 3,Voynich B,1,Middle,or89
957,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ots
958,f108v,Recipes,Scribe 3,Voynich B,1,Middle,ciins
959,f108v,Recipes,Scribe 3,Voynich B,1,End,e989
960,f2r,Herbal,Scribe 1,Voynich A,1,Start,shors
961,f2r,Herbal,Scribe 1,Voynich A,1,Middle,piinn
962,f2r,Herbal,Scribe 1,Voynich A,1,Middle,olr
963,f2r,Herbal,Scribe 1,Voynich A,1,Middle,farm
964,f2r,Herbal,Scribe 1,Voynich A,1,Middle,tors
965,f2r,Herbal,Scribe 1,Voynich A,1,Middle,iinn
966,f2r,Herbal,Scribe 1,Voynich A,1,Middle,okr
967,f2r,Herbal,Scribe 1,Voynich A,1,End,toky
968,f2r,Herbal,Scribe 1,Voynich A,1,Start,char
969,f2r,Herbal,Scribe 1,Voynich A,1,Middle,karr
970,f2r,Herbal,Scribe 1,Voynich A,1,Middle,yory
971,f2r,Herbal,Scribe 1,Voynich A,1,Middle,tokin
972,f2r,Herbal,Scribe 1,Voynich A,1,Middle,oarm
973,f2r,Herbal,Scribe 1,Voynich A,1,Middle,por
974,f2r,Herbal,Scribe 1,Voynich A,1,Middle,alin
975,f2r,Herbal,Scribe 1,Voynich A,1,End,talm
976,f2r,Herbal,Scribe 1,Voynich A,1,Start,orm
977,f2r,Herbal,Scribe 1,Voynich A,1,Middle,chora
978,f2r,Herbal,Scribe 1,Voynich A,1,Middle,qoiin9
979,f2r,Herbal,Scribe 1,Voynich A,1,Middle,keedon
980,f2r,Herbal,Scribe 1,Voynich A,1,Middle,sam9
981,f2r,Herbal,Scribe 1,Voynich A,1,Middle,ein
982,f2r,Herbal,Scribe 1,Voynich A,1,Middle,kotin
983,f2r,Herbal,Scribe 1,Voynich A,1,End,qoal
984,f2r,Herbal,Scribe 1,Voynich A,1,Start,qoaiinon
985,f2r,Herbal,Scribe 1,Voynich A,1,Middle,tokdy
986,f2r,Herbal,Scribe 1,Voynich A,1,Middle,oiindy
987,f2r,Herbal,Scribe 1,Voynich A,1,Middle,dal
988,f2r,Herbal,Scribe 1,Voynich A,1,Middle,choton
989,f2r,Herbal,Scribe 1,Voynich A,1,Middle,oaiin89
990,f2r,Herbal,Scribe 1,Voynich A,1,Middle,ams
991,f2r,Herbal,Scribe 1,Voynich A,1,End,shedy
992,f2r,Herbal,Scribe 1,Voynich A,1,Start,dcaiinon
993,f2r,Herbal,Scribe 1,Voynich A,1,Middle,samn
994,f2r,Herbal,Scribe 1,Voynich A,1,Middle,iinn
995,f2r,Herbal,Scribe 1,Voynich A,1,Middle,arar
996,f2r,Herbal,Scribe 1,Voynich A,1,Middle,tokdy
997,f2r,Herbal,Scribe 1,Voynich A,1,Middle,qoaron
998,f2r,Herbal,Scribe 1,Voynich A,1,Middle,pok9
999,f2r,Herbal,Scribe 1,Voynich A,1,End,peed89
1000,f2r,Herbal,Scribe 1,Voynich A,1,Start,oshokon
